id,KPI - METRIC1,KPI - METRIC2,KPI - METRIC3,KPI - METRIC4,Age,Gender,Region,Date
50324,1,1,1,1,41-50,Female,South,14/07/2016
50325,1,0,1,1,31-40,Male,North,14/07/2016
50326,1,0,0,1,31-40,Male,East,14/07/2016
50327,1,0,0,0,31-40,Male,West,14/07/2016
50328,0,1,0,1,41-50,Male,South,14/07/2016
50329,0,0,0,1,41-50,Female,North,14/07/2016
50330,1,0,0,0,21-30,Male,North,14/07/2016
50331,1,1,0,1,21-30,Male,East,14/07/2016
50332,1,0,0,1,41-50,Male,North,14/07/2016
50333,0,0,1,1,41-50,Female,North,14/07/2016
50334,1,0,1,0,41-50,Male,North,14/07/2016
50335,0,1,0,1,21-30,Female,North,14/07/2016
50336,1,1,0,0,31-40,Male,South,14/07/2016
50337,1,1,0,1,31-40,Female,South,14/07/2016
50338,1,1,1,1,31-40,Male,West,14/07/2016
50339,1,0,0,1,31-40,Male,West,14/07/2016
50340,0,1,1,1,31-40,Female,South,14/07/2016
50341,0,1,1,1,31-40,Male,South,14/07/2016
50342,0,0,0,1,41-50,Male,South,14/07/2016
50343,0,1,0,1,41-50,Male,West,14/07/2016
50344,0,0,0,0,21-30,Male,East,14/07/2016
50345,0,1,1,1,41-50,Male,North,14/07/2016
50346,0,1,0,1,41-50,Male,East,14/07/2016
50347,0,0,0,1,31-40,Male,North,14/07/2016
50348,1,0,0,1,21-30,Female,West,14/07/2016
50349,0,0,0,0,21-30,Male,West,14/07/2016
50350,0,1,0,1,31-40,Male,North,14/07/2016
50351,0,0,0,1,31-40,Female,South,14/07/2016
50352,1,1,0,0,31-40,Female,North,14/07/2016
50353,1,0,0,0,31-40,Female,North,14/07/2016
50354,1,0,0,1,41-50,Female,East,14/07/2016
50355,0,0,0,1,21-30,Female,West,14/07/2016
50356,0,0,1,1,21-30,Female,North,14/07/2016
50357,1,0,0,0,31-40,Male,South,14/07/2016
50358,1,1,1,1,21-30,Female,South,14/07/2016
50359,1,0,0,1,31-40,Female,East,14/07/2016
50360,1,1,0,1,21-30,Female,North,14/07/2016
50361,0,0,0,1,41-50,Male,South,14/07/2016
50362,1,1,0,1,41-50,Male,South,14/07/2016
50363,0,0,1,0,31-40,Male,North,14/07/2016
50364,1,0,1,0,41-50,Female,West,14/07/2016
50365,0,0,0,0,21-30,Male,West,14/07/2016
50366,0,0,0,0,31-40,Female,East,14/07/2016
50367,1,1,0,0,31-40,Female,South,14/07/2016
50368,1,1,0,1,41-50,Male,West,14/07/2016
50369,1,0,0,0,41-50,Female,South,14/07/2016
50370,0,1,0,1,21-30,Female,East,14/07/2016
50371,1,0,0,0,21-30,Female,South,14/07/2016
50372,0,1,0,1,21-30,Male,East,14/07/2016
50373,1,1,1,1,31-40,Female,South,14/07/2016
50374,0,0,1,1,31-40,Male,East,14/07/2016
50375,0,1,0,1,41-50,Male,North,14/07/2016
50376,0,0,1,1,21-30,Male,East,14/07/2016
50377,0,1,0,1,31-40,Female,South,14/07/2016
50378,0,1,0,1,41-50,Female,North,14/07/2016
50379,1,1,0,1,21-30,Female,East,14/07/2016
50380,0,0,0,0,21-30,Male,West,14/07/2016
50381,1,1,0,1,41-50,Male,West,14/07/2016
50382,1,0,0,1,41-50,Male,East,14/07/2016
50383,0,0,0,1,31-40,Male,West,14/07/2016
50384,0,1,0,1,31-40,Male,East,14/07/2016
50385,0,0,0,1,21-30,Male,North,14/07/2016
50386,1,0,0,0,21-30,Male,West,14/07/2016
50387,0,0,0,1,31-40,Female,West,14/07/2016
50388,0,0,0,0,41-50,Male,South,14/07/2016
50389,0,1,0,1,41-50,Male,North,14/07/2016
50390,0,0,0,0,41-50,Female,North,14/07/2016
50391,1,1,0,1,41-50,Male,West,14/07/2016
50392,1,1,0,1,41-50,Female,North,14/07/2016
50393,0,1,0,1,21-30,Female,South,14/07/2016
50394,1,0,0,1,31-40,Female,East,14/07/2016
50395,1,1,0,0,41-50,Male,South,14/07/2016
50396,0,0,1,1,31-40,Male,North,14/07/2016
50397,1,0,0,1,21-30,Male,West,14/07/2016
50398,0,1,0,1,41-50,Male,South,14/07/2016
50399,1,1,1,0,21-30,Male,West,14/07/2016
50400,1,1,0,1,31-40,Male,East,14/07/2016
50401,1,1,0,1,41-50,Female,South,14/07/2016
50402,0,1,1,1,21-30,Female,West,14/07/2016
50403,1,0,0,1,41-50,Male,West,14/07/2016
50404,0,1,0,1,41-50,Male,East,14/07/2016
50405,0,0,0,1,41-50,Male,West,14/07/2016
50406,1,0,1,0,41-50,Male,West,14/07/2016
50407,0,0,0,0,31-40,Female,East,14/07/2016
50408,1,0,1,1,41-50,Female,East,14/07/2016
50409,0,1,1,1,21-30,Female,North,14/07/2016
50410,1,1,1,0,41-50,Male,North,14/07/2016
50411,1,0,0,0,21-30,Male,South,15/07/2016
50412,0,1,0,0,31-40,Female,North,15/07/2016
50413,0,1,0,0,31-40,Male,South,15/07/2016
50414,0,1,0,1,31-40,Female,North,15/07/2016
50415,1,1,0,1,31-40,Female,East,15/07/2016
50416,0,1,0,0,31-40,Male,East,15/07/2016
50417,1,0,0,0,21-30,Male,North,15/07/2016
50418,0,0,1,1,31-40,Male,South,15/07/2016
50419,1,0,1,1,31-40,Female,West,15/07/2016
50420,0,1,0,0,31-40,Female,East,15/07/2016
50421,1,0,1,1,21-30,Male,North,15/07/2016
50422,1,1,1,0,31-40,Female,South,15/07/2016
50423,1,0,0,1,41-50,Female,East,15/07/2016
50424,0,1,0,1,21-30,Male,North,15/07/2016
50425,1,1,0,1,31-40,Female,West,15/07/2016
50426,0,0,0,1,21-30,Male,North,15/07/2016
50427,1,0,0,1,41-50,Female,West,15/07/2016
50428,0,1,0,1,21-30,Female,East,15/07/2016
50429,0,1,1,1,21-30,Female,West,15/07/2016
50430,1,1,0,1,31-40,Male,West,15/07/2016
50431,1,1,1,1,31-40,Male,South,15/07/2016
50432,1,1,0,1,31-40,Female,East,15/07/2016
50433,0,1,1,1,31-40,Male,East,15/07/2016
50434,0,0,0,1,21-30,Male,South,15/07/2016
50435,0,0,0,1,21-30,Male,North,15/07/2016
50436,0,0,0,1,41-50,Male,North,15/07/2016
50437,0,0,1,1,21-30,Female,East,15/07/2016
50438,1,1,1,0,31-40,Male,South,15/07/2016
50439,1,0,1,0,31-40,Female,West,15/07/2016
50440,0,1,0,0,21-30,Female,South,15/07/2016
50441,0,0,0,1,31-40,Female,North,15/07/2016
50442,0,0,0,1,31-40,Female,South,15/07/2016
50443,1,0,0,1,41-50,Male,East,15/07/2016
50444,0,0,0,1,21-30,Male,North,15/07/2016
50445,0,1,0,0,21-30,Female,East,15/07/2016
50446,0,0,1,1,21-30,Female,West,15/07/2016
50447,0,0,0,1,21-30,Female,South,15/07/2016
50448,0,1,0,0,21-30,Male,West,15/07/2016
50449,0,1,1,1,21-30,Female,West,15/07/2016
50450,0,0,0,0,31-40,Male,East,15/07/2016
50451,0,0,0,1,21-30,Female,North,15/07/2016
50452,0,1,1,1,41-50,Female,West,15/07/2016
50453,1,1,0,1,41-50,Female,North,15/07/2016
50454,1,1,0,0,41-50,Female,North,15/07/2016
50455,0,0,1,1,41-50,Female,West,15/07/2016
50456,0,1,0,0,41-50,Female,South,15/07/2016
50457,0,0,0,0,21-30,Male,West,15/07/2016
50458,1,1,0,0,41-50,Male,South,15/07/2016
50459,1,1,0,0,41-50,Male,North,15/07/2016
50460,0,0,1,1,31-40,Female,South,15/07/2016
50461,0,0,1,1,41-50,Female,South,15/07/2016
50462,0,0,0,1,41-50,Female,East,15/07/2016
50463,1,1,0,1,41-50,Male,West,15/07/2016
50464,0,1,1,1,31-40,Male,North,15/07/2016
50465,0,1,0,1,31-40,Female,North,15/07/2016
50466,1,1,1,1,41-50,Male,West,15/07/2016
50467,0,0,1,0,31-40,Male,West,15/07/2016
50468,0,1,1,1,31-40,Male,South,15/07/2016
50469,0,1,0,1,41-50,Male,North,15/07/2016
50470,1,0,0,1,31-40,Male,East,15/07/2016
50471,0,0,1,1,21-30,Female,North,15/07/2016
50472,0,0,1,1,41-50,Female,South,15/07/2016
50473,1,1,0,1,41-50,Female,East,15/07/2016
50474,0,1,0,1,41-50,Male,West,15/07/2016
50475,0,1,0,0,31-40,Male,West,15/07/2016
50476,1,0,1,1,41-50,Female,South,15/07/2016
50477,0,0,1,1,41-50,Female,South,15/07/2016
50478,1,0,0,1,41-50,Female,East,15/07/2016
50479,0,1,1,1,21-30,Female,South,15/07/2016
50480,0,1,0,1,21-30,Female,West,15/07/2016
50481,0,1,0,0,21-30,Male,East,15/07/2016
50482,1,1,1,1,21-30,Female,West,15/07/2016
50483,0,0,1,0,21-30,Female,North,15/07/2016
50484,1,1,0,1,21-30,Female,North,15/07/2016
50485,1,1,0,1,41-50,Female,East,15/07/2016
50486,0,1,0,1,31-40,Female,North,15/07/2016
50487,0,0,1,1,31-40,Male,South,15/07/2016
50488,0,1,0,0,21-30,Female,West,15/07/2016
50489,0,1,0,1,41-50,Female,East,15/07/2016
50490,1,1,0,1,31-40,Male,North,15/07/2016
50491,0,1,0,1,31-40,Female,North,15/07/2016
50492,1,0,0,0,31-40,Male,South,15/07/2016
50493,0,0,0,1,21-30,Male,South,15/07/2016
50494,1,1,0,1,31-40,Female,East,15/07/2016
50495,0,1,0,1,41-50,Male,East,15/07/2016
50496,1,1,0,1,21-30,Female,North,15/07/2016
50497,0,1,0,0,31-40,Male,South,15/07/2016
50498,0,0,0,0,31-40,Female,West,15/07/2016
50499,1,0,0,0,21-30,Male,East,15/07/2016
50500,0,0,0,1,31-40,Male,East,15/07/2016
50501,0,1,1,1,31-40,Male,West,15/07/2016
50502,1,1,0,1,21-30,Female,West,15/07/2016
50503,1,1,0,0,31-40,Female,East,15/07/2016
50504,0,0,1,0,41-50,Male,East,15/07/2016
50505,0,0,0,0,31-40,Male,South,15/07/2016
50506,1,1,1,1,41-50,Male,North,15/07/2016
50507,0,1,1,1,21-30,Male,West,15/07/2016
50508,1,1,0,1,41-50,Male,North,15/07/2016
50509,0,0,0,1,41-50,Female,South,15/07/2016
50510,0,0,0,0,21-30,Male,South,15/07/2016
50511,0,1,1,0,41-50,Male,East,15/07/2016
50512,0,1,1,1,21-30,Female,West,15/07/2016
50513,0,0,0,1,21-30,Female,East,15/07/2016
50514,0,0,1,1,31-40,Male,North,15/07/2016
50515,0,1,0,0,41-50,Male,West,15/07/2016
50516,1,0,1,1,31-40,Male,East,15/07/2016
50517,0,1,0,1,31-40,Female,North,15/07/2016
50518,0,0,0,1,41-50,Male,West,15/07/2016
50519,0,0,0,1,31-40,Male,South,15/07/2016
50520,1,0,1,1,21-30,Female,North,15/07/2016
50521,1,0,0,0,41-50,Female,South,15/07/2016
50522,0,0,0,1,41-50,Male,South,15/07/2016
50523,0,0,0,1,31-40,Female,West,15/07/2016
50524,0,1,0,1,31-40,Female,South,15/07/2016
50525,0,1,1,1,21-30,Male,West,15/07/2016
50526,1,0,0,1,31-40,Female,West,15/07/2016
50527,1,0,0,0,41-50,Male,South,15/07/2016
50528,0,1,0,1,31-40,Male,South,15/07/2016
50529,0,1,0,1,31-40,Female,North,15/07/2016
50530,1,0,0,1,21-30,Female,West,15/07/2016
50531,1,0,0,1,21-30,Male,East,15/07/2016
50532,0,0,0,1,21-30,Female,North,15/07/2016
50533,1,0,0,1,41-50,Female,West,15/07/2016
50534,1,1,0,1,31-40,Male,West,15/07/2016
50535,1,0,0,0,21-30,Male,North,15/07/2016
50536,0,0,0,1,41-50,Male,East,15/07/2016
50537,1,1,0,1,31-40,Female,South,15/07/2016
50538,0,0,0,1,31-40,Female,South,15/07/2016
50539,1,1,0,1,41-50,Female,South,15/07/2016
50540,1,0,0,1,21-30,Male,West,15/07/2016
50541,1,1,1,0,31-40,Female,South,15/07/2016
50542,0,1,0,1,21-30,Female,West,15/07/2016
50543,1,1,0,1,31-40,Male,South,15/07/2016
50544,1,0,1,1,21-30,Male,East,15/07/2016
50545,1,1,0,1,31-40,Male,East,15/07/2016
50546,0,1,0,1,31-40,Female,North,15/07/2016
50547,1,1,0,0,41-50,Male,West,15/07/2016
50548,1,0,0,0,31-40,Male,East,15/07/2016
50549,1,0,0,1,21-30,Female,West,15/07/2016
50550,1,0,0,1,41-50,Female,North,15/07/2016
50551,0,1,0,1,41-50,Male,West,15/07/2016
50552,0,1,0,0,41-50,Male,East,15/07/2016
50553,1,1,0,1,41-50,Female,South,15/07/2016
50554,1,0,0,0,41-50,Male,South,15/07/2016
50555,1,1,0,0,31-40,Male,East,15/07/2016
50556,1,0,0,0,31-40,Male,South,15/07/2016
50557,0,0,0,1,21-30,Female,South,15/07/2016
50558,1,1,0,1,41-50,Male,South,15/07/2016
50559,1,1,1,1,31-40,Male,South,15/07/2016
50560,0,1,0,1,41-50,Male,East,15/07/2016
50561,1,0,0,1,31-40,Male,West,15/07/2016
50562,1,1,0,1,41-50,Female,West,15/07/2016
50563,0,0,1,0,21-30,Female,East,15/07/2016
50564,0,1,0,0,41-50,Male,North,16/07/2016
50565,0,1,0,1,41-50,Female,East,16/07/2016
50566,1,1,0,1,21-30,Female,West,16/07/2016
50567,0,0,0,0,21-30,Male,East,16/07/2016
50568,1,0,0,1,31-40,Male,West,16/07/2016
50569,1,0,0,1,21-30,Female,West,16/07/2016
50570,1,0,0,1,31-40,Female,South,16/07/2016
50571,1,0,0,1,31-40,Female,North,16/07/2016
50572,0,0,1,0,41-50,Male,South,16/07/2016
50573,0,1,1,0,41-50,Male,South,16/07/2016
50574,0,1,0,0,31-40,Female,West,16/07/2016
50575,1,1,0,1,41-50,Male,North,16/07/2016
50576,0,0,1,1,21-30,Male,East,16/07/2016
50577,1,0,1,0,31-40,Male,West,16/07/2016
50578,1,1,0,1,21-30,Female,South,16/07/2016
50579,0,1,0,1,21-30,Male,South,16/07/2016
50580,1,1,0,0,21-30,Female,West,16/07/2016
50581,0,1,1,1,21-30,Female,South,16/07/2016
50582,0,1,0,0,31-40,Female,West,16/07/2016
50583,1,1,0,1,41-50,Male,North,16/07/2016
50584,1,1,1,1,41-50,Male,West,16/07/2016
50585,1,1,0,0,21-30,Male,South,16/07/2016
50586,1,0,0,1,31-40,Male,East,16/07/2016
50587,0,0,0,1,41-50,Female,West,16/07/2016
50588,0,0,1,1,41-50,Male,South,16/07/2016
50589,0,1,0,1,41-50,Male,West,16/07/2016
50590,0,0,0,1,31-40,Male,East,16/07/2016
50591,0,0,0,1,31-40,Female,West,16/07/2016
50592,0,1,0,0,41-50,Male,West,16/07/2016
50593,1,0,0,1,21-30,Male,West,16/07/2016
50594,0,0,0,0,31-40,Female,North,16/07/2016
50595,0,0,0,1,31-40,Male,South,16/07/2016
50596,1,1,0,1,41-50,Female,East,16/07/2016
50597,0,0,0,1,21-30,Male,North,16/07/2016
50598,0,0,0,0,41-50,Female,East,16/07/2016
50599,1,0,0,0,31-40,Female,South,16/07/2016
50600,1,0,0,1,41-50,Female,East,16/07/2016
50601,0,1,0,1,31-40,Female,West,16/07/2016
50602,1,0,0,1,41-50,Male,West,16/07/2016
50603,0,0,0,0,21-30,Male,North,16/07/2016
50604,0,1,0,1,41-50,Male,South,16/07/2016
50605,0,0,0,1,31-40,Female,West,16/07/2016
50606,0,0,1,1,31-40,Male,West,16/07/2016
50607,0,1,0,0,41-50,Male,East,16/07/2016
50608,1,0,0,1,21-30,Female,East,16/07/2016
50609,0,1,0,1,21-30,Female,West,16/07/2016
50610,1,0,0,0,21-30,Male,West,16/07/2016
50611,1,1,0,1,31-40,Female,South,16/07/2016
50612,0,1,0,0,31-40,Male,South,16/07/2016
50613,1,1,0,1,21-30,Female,West,16/07/2016
50614,0,1,1,0,31-40,Male,East,16/07/2016
50615,0,0,0,0,41-50,Female,East,16/07/2016
50616,0,1,1,1,41-50,Male,West,16/07/2016
50617,0,1,0,1,41-50,Male,South,16/07/2016
50618,1,0,0,1,41-50,Female,East,16/07/2016
50619,0,0,0,1,21-30,Male,West,16/07/2016
50620,1,0,0,1,21-30,Female,South,16/07/2016
50621,0,0,0,1,31-40,Female,North,16/07/2016
50622,0,0,1,1,31-40,Female,North,16/07/2016
50623,1,1,0,1,41-50,Male,North,16/07/2016
50624,1,1,0,0,41-50,Male,South,16/07/2016
50625,0,0,0,1,41-50,Female,East,16/07/2016
50626,1,0,1,1,41-50,Male,West,16/07/2016
50627,1,1,0,1,31-40,Male,East,16/07/2016
50628,0,1,0,1,21-30,Male,South,16/07/2016
50629,0,0,0,0,41-50,Female,North,16/07/2016
50630,1,0,1,1,41-50,Female,South,16/07/2016
50631,0,0,0,0,21-30,Male,South,16/07/2016
50632,0,0,1,1,41-50,Female,East,16/07/2016
50633,0,0,0,1,31-40,Male,West,16/07/2016
50634,0,1,1,0,41-50,Female,North,16/07/2016
50635,1,1,1,0,41-50,Male,North,16/07/2016
50636,1,1,1,1,21-30,Male,West,16/07/2016
50637,1,0,0,0,21-30,Male,North,16/07/2016
50638,1,1,0,0,41-50,Male,North,16/07/2016
50639,1,1,1,0,21-30,Female,South,16/07/2016
50640,0,0,0,1,31-40,Female,East,16/07/2016
50641,1,0,1,1,31-40,Male,East,16/07/2016
50642,0,1,0,0,21-30,Male,East,16/07/2016
50643,1,0,0,0,41-50,Female,East,16/07/2016
50644,0,1,0,1,31-40,Male,East,16/07/2016
50645,0,1,1,1,21-30,Male,West,16/07/2016
50646,1,1,1,1,21-30,Female,West,16/07/2016
50647,1,0,0,1,41-50,Male,North,16/07/2016
50648,0,0,0,1,21-30,Male,East,16/07/2016
50649,1,0,0,1,21-30,Male,West,16/07/2016
50650,0,1,0,1,21-30,Female,South,16/07/2016
50651,1,0,0,0,41-50,Male,West,16/07/2016
50652,1,1,0,1,31-40,Female,West,16/07/2016
50653,1,0,0,1,31-40,Male,West,16/07/2016
50654,0,0,0,1,21-30,Male,East,16/07/2016
50655,0,0,0,1,31-40,Male,North,16/07/2016
50656,1,1,0,1,31-40,Male,South,16/07/2016
50657,1,1,0,0,21-30,Female,South,16/07/2016
50658,1,0,0,0,31-40,Male,North,16/07/2016
50659,1,1,0,1,41-50,Female,North,16/07/2016
50660,1,1,0,1,21-30,Male,South,16/07/2016
50661,1,0,0,1,31-40,Male,West,16/07/2016
50662,0,0,0,0,41-50,Female,East,16/07/2016
50663,1,0,1,0,31-40,Female,West,16/07/2016
50664,0,1,1,1,21-30,Male,West,16/07/2016
50665,0,0,1,1,41-50,Male,North,16/07/2016
50666,0,0,1,0,41-50,Female,West,16/07/2016
50667,0,1,0,1,21-30,Female,North,16/07/2016
50668,0,0,1,0,21-30,Female,East,16/07/2016
50669,0,0,0,0,31-40,Male,West,16/07/2016
50670,1,0,0,0,31-40,Female,North,16/07/2016
50671,0,1,1,0,21-30,Female,West,16/07/2016
50672,0,1,0,0,21-30,Male,North,16/07/2016
50673,0,0,1,1,21-30,Female,West,16/07/2016
50674,0,1,0,0,31-40,Female,South,16/07/2016
50675,1,1,0,1,31-40,Female,South,16/07/2016
50676,1,1,0,1,41-50,Male,East,16/07/2016
50677,1,0,0,1,41-50,Male,East,16/07/2016
50678,0,1,0,1,41-50,Female,East,16/07/2016
50679,0,1,1,0,41-50,Male,East,16/07/2016
50680,1,1,1,0,31-40,Male,South,16/07/2016
50681,1,1,0,0,21-30,Male,North,16/07/2016
50682,0,1,0,0,21-30,Female,West,16/07/2016
50683,0,1,0,1,31-40,Male,West,16/07/2016
50684,1,1,0,1,21-30,Female,South,16/07/2016
50685,0,0,0,1,21-30,Male,South,16/07/2016
50686,0,0,0,0,31-40,Male,South,16/07/2016
50687,0,0,0,0,41-50,Male,East,16/07/2016
50688,1,1,0,1,41-50,Female,West,16/07/2016
50689,0,1,0,1,41-50,Female,South,16/07/2016
50690,0,0,0,1,41-50,Female,East,16/07/2016
50691,0,1,0,1,41-50,Female,South,16/07/2016
50692,0,1,0,0,41-50,Male,North,16/07/2016
50693,0,1,0,1,31-40,Female,North,16/07/2016
50694,0,0,0,1,41-50,Female,West,16/07/2016
50695,1,1,0,0,41-50,Male,West,16/07/2016
50696,0,1,1,1,41-50,Female,East,16/07/2016
50697,1,1,0,1,31-40,Male,North,16/07/2016
50698,1,1,0,1,21-30,Female,North,16/07/2016
50699,1,0,1,0,21-30,Female,South,16/07/2016
50700,0,1,0,1,41-50,Female,West,16/07/2016
50701,0,0,0,0,21-30,Male,South,16/07/2016
50702,1,0,0,1,31-40,Male,East,16/07/2016
50703,0,1,0,1,21-30,Female,North,16/07/2016
50704,0,0,0,1,31-40,Female,West,16/07/2016
50705,1,0,0,1,31-40,Male,East,16/07/2016
50706,0,1,0,1,31-40,Male,East,16/07/2016
50707,1,0,1,1,21-30,Male,West,16/07/2016
50708,0,1,0,1,21-30,Male,East,16/07/2016
50709,1,0,1,0,21-30,Male,West,16/07/2016
50710,0,1,0,1,21-30,Female,West,16/07/2016
50711,1,0,0,1,21-30,Female,South,16/07/2016
50712,0,0,0,1,31-40,Male,South,16/07/2016
50713,1,1,1,1,31-40,Male,North,16/07/2016
50714,0,1,0,1,41-50,Female,East,16/07/2016
50715,0,0,1,1,41-50,Male,East,16/07/2016
50716,0,0,0,1,41-50,Male,North,16/07/2016
50717,1,0,0,1,31-40,Female,West,16/07/2016
50718,1,0,1,1,31-40,Male,East,16/07/2016
50719,0,0,0,1,41-50,Male,North,16/07/2016
50720,1,1,0,1,31-40,Male,East,16/07/2016
50721,0,1,0,1,21-30,Male,North,16/07/2016
50722,0,0,0,1,41-50,Female,North,16/07/2016
50723,1,0,0,0,41-50,Female,South,16/07/2016
50724,0,0,0,0,41-50,Male,West,16/07/2016
50725,1,1,1,0,21-30,Male,East,16/07/2016
50726,1,1,1,1,31-40,Female,West,16/07/2016
50727,0,1,0,1,31-40,Male,South,16/07/2016
50728,0,0,0,1,21-30,Female,East,16/07/2016
50729,0,0,1,1,31-40,Female,North,16/07/2016
50730,1,0,0,1,21-30,Male,West,16/07/2016
50731,0,0,1,0,31-40,Male,South,16/07/2016
50732,0,1,0,1,21-30,Male,North,16/07/2016
50733,1,0,1,0,21-30,Male,West,16/07/2016
50734,0,1,0,0,41-50,Female,North,16/07/2016
50735,1,1,0,0,21-30,Male,West,16/07/2016
50736,0,1,0,1,31-40,Female,South,16/07/2016
50737,1,0,0,0,31-40,Male,East,16/07/2016
50738,0,1,0,1,21-30,Male,South,16/07/2016
50739,1,0,0,1,31-40,Female,West,16/07/2016
50740,1,0,1,0,41-50,Male,South,16/07/2016
50741,1,0,0,0,31-40,Female,East,16/07/2016
50742,0,1,0,0,21-30,Female,East,16/07/2016
50743,0,0,1,1,31-40,Male,North,16/07/2016
50744,0,0,0,1,41-50,Male,South,16/07/2016
50745,0,0,0,0,21-30,Male,South,16/07/2016
50746,1,0,1,0,21-30,Female,North,16/07/2016
50747,0,0,0,0,41-50,Male,West,16/07/2016
50748,0,1,1,1,41-50,Female,West,16/07/2016
50749,1,1,0,0,21-30,Male,West,16/07/2016
50750,1,0,0,1,21-30,Female,North,16/07/2016
50751,0,1,0,1,31-40,Male,West,16/07/2016
50752,1,1,0,0,21-30,Male,South,16/07/2016
50753,0,1,0,1,31-40,Female,South,16/07/2016
50754,1,1,1,1,31-40,Male,West,16/07/2016
50755,1,1,0,1,31-40,Female,North,16/07/2016
50756,0,1,0,1,21-30,Female,East,16/07/2016
50757,1,0,0,1,21-30,Male,North,16/07/2016
50758,1,1,0,1,41-50,Male,West,16/07/2016
50759,0,1,0,0,31-40,Female,South,17/07/2016
50760,0,1,0,1,31-40,Female,North,17/07/2016
50761,1,0,0,1,31-40,Male,South,17/07/2016
50762,1,0,0,1,31-40,Male,East,17/07/2016
50763,0,1,0,1,41-50,Male,West,17/07/2016
50764,1,1,0,0,41-50,Female,West,17/07/2016
50765,0,1,0,1,41-50,Male,South,17/07/2016
50766,0,1,0,0,21-30,Male,East,17/07/2016
50767,1,0,1,0,41-50,Male,East,17/07/2016
50768,0,0,0,1,31-40,Female,West,17/07/2016
50769,1,1,0,1,41-50,Female,East,17/07/2016
50770,0,0,0,0,21-30,Male,North,17/07/2016
50771,1,0,0,0,31-40,Female,West,17/07/2016
50772,1,1,0,0,41-50,Female,South,17/07/2016
50773,0,1,0,1,21-30,Male,East,17/07/2016
50774,0,1,1,1,41-50,Female,North,17/07/2016
50775,1,0,0,1,41-50,Female,West,17/07/2016
50776,0,1,0,0,41-50,Male,North,17/07/2016
50777,0,0,0,1,31-40,Female,West,17/07/2016
50778,0,1,1,1,21-30,Female,East,17/07/2016
50779,0,1,0,1,31-40,Female,East,17/07/2016
50780,1,0,0,1,21-30,Female,North,17/07/2016
50781,1,1,0,0,21-30,Male,East,17/07/2016
50782,1,0,1,1,21-30,Male,West,17/07/2016
50783,0,1,0,1,21-30,Male,North,17/07/2016
50784,1,1,0,0,31-40,Male,East,17/07/2016
50785,1,0,0,1,21-30,Male,North,17/07/2016
50786,1,1,0,1,41-50,Male,North,17/07/2016
50787,1,0,0,1,21-30,Female,West,17/07/2016
50788,0,1,0,1,41-50,Male,East,17/07/2016
50789,1,0,1,1,41-50,Female,South,17/07/2016
50790,1,1,0,0,31-40,Female,South,17/07/2016
50791,0,1,0,1,31-40,Male,South,17/07/2016
50792,1,0,0,1,41-50,Male,East,17/07/2016
50793,1,0,0,1,41-50,Female,North,17/07/2016
50794,0,0,0,1,21-30,Female,East,17/07/2016
50795,1,0,1,1,31-40,Male,South,17/07/2016
50796,0,0,1,0,21-30,Female,North,17/07/2016
50797,1,1,1,1,31-40,Female,South,17/07/2016
50798,1,1,1,1,41-50,Female,South,17/07/2016
50799,0,1,0,1,31-40,Male,North,17/07/2016
50800,0,0,0,1,41-50,Male,West,17/07/2016
50801,0,0,0,1,21-30,Male,East,17/07/2016
50802,1,1,0,1,21-30,Male,North,17/07/2016
50803,0,1,0,1,21-30,Male,East,17/07/2016
50804,1,0,0,0,31-40,Female,North,17/07/2016
50805,0,1,0,1,41-50,Female,West,17/07/2016
50806,1,1,0,1,41-50,Male,North,17/07/2016
50807,1,1,1,1,21-30,Male,West,17/07/2016
50808,1,0,0,0,41-50,Female,West,17/07/2016
50809,1,0,0,0,21-30,Male,East,17/07/2016
50810,1,0,1,1,21-30,Female,South,17/07/2016
50811,0,0,0,1,31-40,Male,East,17/07/2016
50812,0,0,0,1,21-30,Male,West,17/07/2016
50813,1,0,0,0,41-50,Male,North,17/07/2016
50814,0,1,0,1,21-30,Male,South,17/07/2016
50815,1,0,0,1,41-50,Male,West,17/07/2016
50816,1,0,1,1,21-30,Female,East,17/07/2016
50817,0,0,0,1,31-40,Female,West,17/07/2016
50818,0,1,0,1,31-40,Female,South,17/07/2016
50819,1,0,0,1,41-50,Female,West,17/07/2016
50820,1,0,0,1,21-30,Male,South,17/07/2016
50821,1,1,0,1,31-40,Female,East,17/07/2016
50822,0,1,0,1,41-50,Male,West,17/07/2016
50823,0,0,0,1,41-50,Male,South,17/07/2016
50824,0,1,0,1,41-50,Female,North,17/07/2016
50825,1,0,0,1,21-30,Female,South,17/07/2016
50826,0,1,1,1,31-40,Female,North,17/07/2016
50827,1,1,0,1,41-50,Male,East,17/07/2016
50828,0,0,0,1,31-40,Female,West,17/07/2016
50829,1,1,1,1,21-30,Male,North,17/07/2016
50830,0,1,1,1,41-50,Male,East,17/07/2016
50831,0,1,0,1,21-30,Male,South,17/07/2016
50832,0,1,0,1,21-30,Female,West,17/07/2016
50833,0,0,0,1,21-30,Female,North,17/07/2016
50834,1,1,0,1,21-30,Female,South,17/07/2016
50835,0,0,0,1,31-40,Female,East,17/07/2016
50836,1,1,0,1,41-50,Male,East,17/07/2016
50837,1,1,0,1,21-30,Female,South,17/07/2016
50838,0,1,0,1,41-50,Female,North,17/07/2016
50839,0,0,0,0,31-40,Female,West,17/07/2016
