id,KPI - METRIC1,KPI - METRIC2,KPI - METRIC3,KPI - METRIC4,KPI - METRIC5,Age,Gender,Region,Date
45886,0,1,0,0,1,21-30,Male,North,16/01/2016
45887,1,1,1,1,1,31-40,Female,West,20/08/2015
45888,0,1,1,0,0,41-50,Male,West,13/07/2015
45889,1,1,1,0,0,31-40,Male,West,25/11/2015
45890,0,1,0,1,0,41-50,Male,North,19/10/2016
45891,1,1,0,1,0,21-30,Male,East,14/09/2016
45892,0,1,1,0,0,41-50,Female,West,22/05/2016
45893,0,1,0,1,0,31-40,Male,East,24/07/2015
45894,0,1,0,1,1,21-30,Male,North,20/12/2015
45895,1,1,0,1,1,31-40,Male,West,17/10/2016
45896,1,1,1,1,1,21-30,Male,South,24/08/2016
45897,0,1,0,1,0,31-40,Male,East,25/04/2015
45898,1,1,1,1,1,31-40,Male,East,21/03/2016
45899,1,1,1,1,0,21-30,Male,West,16/11/2016
45900,1,1,0,1,1,21-30,Female,North,18/10/2015
45901,1,0,1,0,0,31-40,Female,East,24/03/2015
45902,1,0,0,1,1,21-30,Female,South,24/05/2016
45903,1,1,1,1,0,41-50,Male,West,24/07/2015
45904,1,1,1,1,1,31-40,Male,South,24/02/2016
45905,0,1,0,1,1,31-40,Male,East,22/11/2016
45906,1,0,0,1,1,41-50,Female,South,25/03/2015
45907,1,1,0,1,1,21-30,Male,West,13/10/2016
45908,1,1,0,1,1,41-50,Male,West,21/01/2016
45909,1,1,0,1,0,41-50,Male,East,15/12/2016
45910,0,1,1,1,1,41-50,Female,East,18/05/2015
45911,0,1,1,1,0,31-40,Female,North,18/08/2015
45912,1,1,1,0,0,41-50,Male,East,19/01/2016
45913,0,1,0,1,1,41-50,Female,North,16/03/2016
45914,1,1,1,1,0,41-50,Female,North,21/07/2015
45915,1,1,1,1,1,31-40,Male,North,20/08/2015
45916,0,1,0,1,1,41-50,Male,South,12/07/2016
45917,0,1,0,1,1,31-40,Female,South,15/07/2016
45918,1,1,0,1,1,21-30,Male,North,23/05/2016
45919,1,1,0,0,0,41-50,Male,East,18/02/2016
45920,1,1,0,1,0,21-30,Male,West,22/10/2016
45921,1,1,1,1,1,21-30,Female,North,13/05/2015
45922,0,0,0,1,0,21-30,Male,East,11/04/2016
45923,0,0,1,1,1,21-30,Male,West,12/07/2016
45924,0,0,1,0,0,31-40,Female,South,12/09/2015
45925,0,1,0,1,1,31-40,Male,North,16/05/2016
45926,0,1,1,0,0,41-50,Female,West,25/11/2015
45927,1,1,0,1,1,21-30,Male,South,24/01/2016
45928,1,1,1,0,0,21-30,Female,East,13/07/2016
45929,0,1,1,1,1,41-50,Female,South,25/01/2016
45930,1,1,1,1,0,31-40,Male,East,22/03/2016
45931,0,1,1,0,0,31-40,Female,North,22/04/2016
45932,0,1,1,1,1,21-30,Female,West,22/10/2016
45933,1,1,1,1,0,41-50,Male,East,16/12/2015
45934,1,1,1,1,0,21-30,Male,South,18/05/2016
45935,0,0,0,0,1,31-40,Female,East,17/12/2015
45936,0,1,0,1,1,41-50,Male,North,11/05/2016
45937,1,1,1,0,0,21-30,Female,North,16/03/2015
45938,1,1,1,0,0,21-30,Female,East,21/02/2015
45939,0,1,1,1,1,41-50,Male,North,22/11/2016
45940,1,1,1,1,0,31-40,Female,North,23/10/2015
45941,0,1,0,1,0,21-30,Female,East,18/06/2015
45942,0,0,1,1,1,41-50,Female,South,25/01/2015
45943,1,1,1,1,0,31-40,Male,North,12/11/2016
45944,0,1,1,1,1,31-40,Male,South,10/06/2015
45945,0,0,0,0,1,41-50,Male,East,16/08/2016
45946,0,0,0,1,0,31-40,Female,North,17/06/2015
45947,1,1,1,1,0,31-40,Male,West,19/02/2015
45948,1,1,1,1,0,31-40,Male,East,21/05/2016
45949,1,0,0,1,0,41-50,Male,West,21/05/2016
45950,0,0,0,1,1,21-30,Male,West,12/06/2016
45951,1,1,0,1,1,31-40,Female,East,23/04/2016
45952,1,1,1,1,0,21-30,Male,North,24/11/2015
45953,1,0,1,1,0,21-30,Female,North,19/09/2016
45954,1,1,0,1,1,21-30,Female,West,18/01/2016
45955,1,1,1,1,1,31-40,Male,West,22/11/2015
45956,0,1,0,0,0,31-40,Female,East,14/07/2016
45957,1,1,0,1,1,21-30,Male,North,12/02/2016
45958,1,1,0,0,1,21-30,Female,North,25/07/2015
45959,1,1,1,1,1,21-30,Male,South,21/02/2016
45960,1,0,0,1,0,21-30,Female,South,22/10/2015
45961,1,1,0,0,0,41-50,Male,West,23/08/2015
45962,0,1,0,1,0,31-40,Male,North,12/06/2016
45963,0,1,0,1,0,31-40,Female,North,16/01/2015
45964,1,1,1,1,1,21-30,Female,North,17/05/2016
45965,1,1,0,0,1,41-50,Male,North,19/01/2016
45966,1,1,1,1,1,31-40,Male,East,18/08/2016
45967,0,0,1,0,0,31-40,Female,South,15/06/2016
45968,0,1,0,1,0,41-50,Female,East,14/11/2015
45969,1,1,1,1,1,31-40,Male,South,20/09/2015
45970,1,1,1,0,1,21-30,Female,South,20/09/2015
45971,0,1,1,1,0,21-30,Female,West,12/01/2015
45972,0,1,1,1,1,21-30,Male,South,23/12/2016
45973,1,1,0,0,0,21-30,Male,South,14/05/2016
45974,1,1,0,1,0,31-40,Female,North,22/10/2016
45975,1,1,1,1,1,31-40,Female,North,16/12/2015
45976,0,1,0,1,1,21-30,Female,East,19/01/2015
45977,0,1,1,1,0,41-50,Female,West,23/09/2016
45978,1,1,1,1,1,31-40,Male,South,22/06/2015
45979,1,1,0,1,0,21-30,Male,East,22/08/2015
45980,1,1,0,1,1,31-40,Male,South,11/02/2015
45981,1,1,0,1,1,41-50,Male,East,15/11/2015
45982,0,1,1,1,1,41-50,Male,West,13/08/2015
45983,0,0,1,1,0,31-40,Male,South,19/02/2015
45984,0,1,0,1,1,21-30,Female,East,19/04/2016
45985,1,1,0,0,1,41-50,Female,North,24/05/2015
45986,1,0,1,1,1,41-50,Female,West,15/10/2016
45987,0,1,1,1,1,31-40,Female,South,21/04/2015
45988,1,1,0,1,0,41-50,Female,North,24/01/2015
45989,0,1,1,1,0,31-40,Female,North,12/03/2016
45990,0,0,0,0,1,41-50,Male,South,12/02/2016
45991,0,1,1,1,0,21-30,Female,West,22/12/2015
45992,1,1,0,1,0,41-50,Female,South,19/08/2016
45993,1,1,1,1,1,41-50,Male,East,21/09/2016
45994,1,1,1,1,1,31-40,Female,West,12/06/2015
45995,0,1,0,0,0,21-30,Male,East,24/04/2016
45996,1,1,1,1,0,41-50,Female,West,25/12/2016
45997,1,1,1,1,0,21-30,Female,North,22/11/2016
45998,0,1,1,1,1,21-30,Male,North,18/05/2015
45999,0,1,1,1,0,21-30,Male,North,18/08/2016
46000,0,0,0,1,0,21-30,Female,West,11/07/2015
46001,1,1,1,1,0,21-30,Female,West,22/02/2015
46002,0,0,0,1,1,41-50,Female,East,14/06/2015
46003,0,1,1,0,1,41-50,Female,South,16/01/2016
46004,0,1,1,1,0,41-50,Male,South,13/08/2016
46005,0,1,0,1,0,31-40,Male,West,11/06/2015
46006,0,1,1,1,1,31-40,Male,East,19/04/2016
46007,0,1,1,1,1,21-30,Female,South,14/08/2015
46008,1,1,1,1,1,41-50,Male,North,17/07/2016
46009,0,1,0,1,1,41-50,Male,North,16/04/2015
46010,0,1,1,1,0,31-40,Male,West,15/01/2015
46011,0,1,1,1,1,31-40,Male,South,22/02/2015
46012,1,1,1,0,0,31-40,Male,East,17/04/2016
46013,1,0,0,1,1,31-40,Female,East,12/06/2015
46014,1,1,1,1,1,31-40,Female,North,18/03/2015
46015,0,1,0,1,1,31-40,Female,East,23/05/2016
46016,0,1,1,1,0,21-30,Female,North,19/10/2016
46017,1,1,0,1,0,41-50,Female,North,19/12/2015
46018,0,1,1,1,0,41-50,Male,East,17/02/2016
46019,1,1,0,1,1,31-40,Male,East,22/09/2015
46020,0,1,1,1,0,21-30,Female,East,11/09/2016
46021,0,1,0,1,0,41-50,Male,South,15/04/2015
46022,0,1,1,1,0,21-30,Male,North,22/03/2016
46023,1,1,1,1,1,31-40,Female,West,24/06/2015
46024,0,0,0,1,0,41-50,Female,West,13/03/2016
46025,1,0,1,1,0,31-40,Female,North,24/03/2016
46026,0,1,0,0,1,41-50,Female,North,13/01/2015
46027,1,1,0,1,1,21-30,Male,North,21/08/2015
46028,1,1,1,1,1,21-30,Female,East,17/04/2015
46029,0,1,1,1,1,41-50,Male,East,19/07/2016
46030,0,1,0,0,0,21-30,Male,West,23/10/2015
46031,1,1,1,1,1,41-50,Male,North,12/07/2015
46032,1,1,0,1,0,41-50,Female,North,17/09/2015
46033,1,0,1,0,0,41-50,Male,South,19/07/2015
46034,1,1,1,1,1,31-40,Male,East,24/06/2015
46035,1,0,0,1,0,31-40,Female,South,18/08/2016
46036,0,1,0,1,0,21-30,Male,South,23/01/2015
46037,0,1,1,1,0,31-40,Female,South,18/05/2015
46038,0,1,1,1,1,41-50,Male,North,23/09/2015
46039,0,1,1,1,0,41-50,Female,West,18/11/2016
46040,1,0,0,1,0,21-30,Male,West,21/10/2015
46041,0,1,1,1,1,41-50,Male,North,21/05/2016
46042,1,1,0,0,0,21-30,Male,South,14/10/2015
46043,1,1,1,1,1,21-30,Female,East,24/08/2015
46044,1,1,1,0,0,41-50,Female,East,18/01/2015
46045,0,1,1,1,1,31-40,Female,South,11/07/2015
46046,1,1,0,1,0,21-30,Male,South,23/05/2016
46047,1,1,1,0,1,41-50,Male,South,15/08/2016
46048,1,0,0,1,1,41-50,Male,West,16/05/2015
46049,1,1,0,1,0,41-50,Female,South,21/02/2015
46050,0,1,1,1,0,21-30,Male,South,25/08/2015
46051,0,1,1,1,0,41-50,Female,South,24/08/2016
46052,1,1,1,0,1,41-50,Female,East,11/08/2016
46053,1,1,1,1,0,21-30,Female,East,17/10/2016
46054,1,1,0,0,1,41-50,Male,North,14/10/2015
46055,0,1,1,1,0,41-50,Female,South,14/10/2015
46056,0,1,1,0,1,41-50,Female,East,15/03/2016
46057,0,1,0,1,1,41-50,Male,North,16/12/2015
46058,0,1,0,1,1,41-50,Female,South,19/01/2016
46059,1,1,0,1,0,41-50,Female,South,11/03/2015
46060,1,1,0,1,0,21-30,Female,West,20/02/2015
46061,0,1,0,0,1,21-30,Female,South,16/04/2016
46062,0,1,0,1,1,31-40,Male,North,16/05/2016
46063,0,1,0,0,1,21-30,Female,North,10/10/2016
46064,1,1,0,1,1,31-40,Male,East,20/10/2016
46065,1,0,1,1,1,21-30,Female,West,16/01/2016
46066,0,1,0,1,1,21-30,Female,North,17/01/2015
46067,1,1,0,1,1,31-40,Male,West,15/04/2016
46068,0,1,1,1,1,31-40,Female,West,24/06/2016
46069,1,1,1,1,1,41-50,Male,West,10/07/2016
46070,1,1,0,1,0,41-50,Female,North,21/11/2015
46071,1,1,1,0,1,31-40,Male,East,16/10/2016
46072,1,0,1,1,1,31-40,Female,South,15/10/2016
46073,1,1,1,1,1,41-50,Male,West,16/07/2016
46074,0,1,1,1,0,31-40,Female,North,19/12/2016
46075,0,1,0,1,0,41-50,Female,East,24/02/2015
46076,1,1,0,1,0,31-40,Male,East,22/11/2015
46077,1,1,0,1,0,41-50,Male,West,20/11/2016
46078,1,1,1,1,0,41-50,Male,East,11/06/2015
46079,0,1,1,1,1,21-30,Female,South,21/03/2015
46080,0,1,0,1,0,31-40,Female,West,19/12/2015
46081,1,1,0,1,0,31-40,Male,West,19/07/2016
46082,0,1,0,1,1,21-30,Male,North,18/03/2016
46083,1,1,0,1,1,41-50,Female,North,11/11/2016
46084,0,0,1,1,0,31-40,Female,East,22/06/2016
46085,0,1,1,1,1,31-40,Female,North,23/12/2016
46086,1,1,0,0,1,31-40,Female,West,25/07/2016
46087,0,0,0,1,1,31-40,Male,East,22/01/2015
46088,0,1,1,1,0,41-50,Male,West,23/03/2016
46089,1,1,1,1,0,31-40,Female,East,14/10/2015
46090,0,1,0,1,0,21-30,Female,West,11/09/2016
46091,1,1,0,1,1,41-50,Male,North,21/10/2015
46092,0,0,1,1,0,41-50,Male,North,15/10/2016
46093,0,1,0,1,0,31-40,Male,North,24/11/2015
46094,1,1,1,1,0,31-40,Female,West,25/01/2016
46095,1,1,1,1,1,21-30,Female,East,12/12/2015
46096,1,1,0,1,1,21-30,Male,South,11/10/2016
46097,0,1,1,1,1,21-30,Female,South,24/09/2015
46098,1,0,1,1,1,21-30,Female,South,18/04/2015
46099,0,1,1,1,1,31-40,Female,South,18/12/2015
46100,0,1,0,1,1,41-50,Female,West,23/09/2015
46101,0,0,1,1,0,41-50,Female,West,23/08/2015
46102,0,1,0,1,0,31-40,Male,North,12/12/2016
46103,0,1,1,0,1,21-30,Male,South,11/11/2016
46104,0,1,1,0,1,31-40,Male,South,10/09/2015
46105,0,0,1,1,1,21-30,Male,North,13/10/2016
46106,1,1,0,1,1,31-40,Female,East,17/11/2016
46107,0,0,0,1,1,21-30,Male,South,17/09/2016
46108,0,1,0,1,0,41-50,Male,South,20/01/2015
46109,0,1,1,0,0,31-40,Male,North,23/07/2015
46110,0,1,0,1,1,31-40,Female,South,13/02/2016
46111,1,1,1,1,1,21-30,Male,West,25/06/2016
46112,1,1,1,1,0,31-40,Female,North,17/07/2016
46113,1,1,1,1,0,21-30,Male,North,25/01/2015
46114,0,1,0,1,1,21-30,Female,North,18/01/2016
46115,0,1,1,1,0,21-30,Male,West,16/03/2016
46116,1,1,0,0,0,31-40,Male,West,21/08/2016
46117,1,1,1,1,0,41-50,Female,East,15/06/2015
46118,0,1,0,1,1,21-30,Female,South,14/09/2015
46119,0,1,0,0,0,31-40,Male,East,12/02/2015
46120,0,1,0,1,1,21-30,Female,South,23/08/2015
46121,1,0,1,1,0,41-50,Male,East,21/01/2016
46122,0,1,0,1,1,31-40,Male,West,17/04/2016
46123,1,1,0,1,1,41-50,Female,North,11/05/2015
46124,0,0,1,0,1,41-50,Male,East,22/07/2015
46125,1,1,1,1,0,41-50,Male,East,11/11/2016
46126,1,0,1,1,1,31-40,Male,East,14/08/2016
46127,1,0,0,1,1,41-50,Male,North,24/12/2015
46128,0,1,1,0,1,21-30,Female,East,12/03/2016
46129,1,1,0,1,1,41-50,Male,North,11/11/2015
46130,1,0,0,1,1,21-30,Female,South,25/11/2016
46131,0,1,0,1,1,31-40,Female,North,13/04/2016
46132,0,1,1,1,0,21-30,Female,West,18/09/2015
46133,0,1,0,1,0,31-40,Male,West,18/08/2015
46134,1,0,0,1,0,21-30,Male,South,13/05/2015
46135,1,1,1,1,0,21-30,Female,South,21/01/2016
46136,0,1,1,1,0,21-30,Male,North,13/11/2015
46137,0,0,0,1,1,21-30,Female,North,14/12/2015
46138,1,0,0,1,1,41-50,Male,West,16/10/2015
46139,1,0,1,1,0,41-50,Female,North,22/07/2015
46140,0,0,1,1,1,41-50,Female,South,13/04/2015
46141,0,1,1,1,1,41-50,Female,South,23/10/2015
46142,0,1,0,1,1,31-40,Female,North,19/02/2015
46143,0,1,1,0,0,41-50,Male,West,20/12/2016
46144,0,1,1,1,0,21-30,Female,West,12/02/2016
46145,1,1,0,1,1,21-30,Male,South,25/09/2016
46146,1,1,0,1,0,31-40,Male,South,14/06/2016
46147,1,1,1,1,0,21-30,Male,North,16/06/2015
46148,1,1,1,1,1,41-50,Male,South,21/06/2015
46149,1,1,0,1,1,21-30,Female,North,10/05/2016
46150,0,0,1,0,0,21-30,Female,East,19/11/2016
46151,0,1,1,1,1,31-40,Female,South,21/09/2015
46152,1,1,0,1,1,21-30,Male,South,21/04/2015
46153,0,1,1,0,0,31-40,Female,South,23/07/2016
46154,1,1,1,1,1,31-40,Male,East,11/09/2015
46155,1,1,1,1,0,41-50,Male,South,22/10/2016
46156,1,1,0,1,1,31-40,Female,West,17/11/2016
46157,0,1,1,1,0,21-30,Male,South,22/02/2016
46158,0,1,0,1,1,31-40,Male,South,20/06/2015
46159,1,1,0,1,0,31-40,Female,South,11/02/2015
46160,1,1,0,1,1,41-50,Male,South,24/06/2016
46161,0,1,0,1,0,31-40,Male,East,18/08/2016
46162,0,1,0,1,1,31-40,Male,North,22/12/2016
46163,0,1,0,1,1,41-50,Male,South,19/04/2016
46164,0,0,1,1,0,41-50,Female,South,14/10/2016
46165,0,1,1,0,0,31-40,Male,East,15/02/2016
46166,0,1,0,1,1,31-40,Male,South,19/07/2015
46167,0,1,1,0,1,31-40,Male,West,12/05/2016
46168,1,1,0,1,0,41-50,Male,East,23/08/2016
46169,0,1,1,1,0,31-40,Female,East,11/12/2015
46170,0,1,0,1,0,31-40,Male,West,18/06/2016
46171,1,1,1,1,0,21-30,Male,South,21/01/2016
46172,0,1,1,1,1,21-30,Male,North,20/04/2016
46173,1,1,0,1,1,41-50,Female,West,18/06/2016
46174,0,0,0,1,1,41-50,Female,West,14/07/2016
46175,1,1,1,1,1,21-30,Male,East,23/11/2015
46176,1,1,0,1,0,21-30,Male,South,15/05/2016
46177,0,1,0,1,0,31-40,Female,South,19/11/2016
46178,1,1,0,1,1,31-40,Male,East,12/05/2015
46179,1,1,0,0,1,31-40,Female,South,13/05/2016
46180,1,1,1,0,1,31-40,Male,South,17/10/2015
46181,0,1,0,1,1,31-40,Female,South,10/11/2015
46182,1,0,1,1,0,31-40,Male,South,16/07/2016
46183,0,1,1,1,1,41-50,Male,East,25/10/2015
46184,1,1,0,1,1,41-50,Male,East,17/03/2015
46185,1,1,1,1,1,41-50,Female,East,20/04/2016
46186,0,1,1,0,0,41-50,Male,West,18/04/2016
46187,1,1,0,1,1,31-40,Female,West,16/01/2015
46188,1,0,1,1,1,31-40,Male,West,11/12/2016
46189,1,0,0,1,0,41-50,Male,East,15/11/2015
46190,0,0,1,1,1,31-40,Female,West,18/04/2015
46191,0,0,0,0,0,31-40,Female,South,20/11/2015
46192,0,1,0,1,0,21-30,Male,East,19/03/2016
46193,1,0,0,0,1,41-50,Male,East,23/10/2016
46194,1,1,1,1,0,41-50,Female,South,22/05/2015
46195,0,0,1,1,1,31-40,Female,West,25/06/2016
46196,1,1,0,1,0,41-50,Male,West,19/04/2015
46197,1,1,1,0,1,41-50,Male,South,20/09/2016
46198,1,1,1,1,0,41-50,Female,East,15/01/2016
46199,0,1,1,1,1,21-30,Male,South,12/09/2016
46200,0,1,0,1,0,41-50,Male,South,13/01/2016
46201,0,1,1,1,0,31-40,Male,West,10/09/2016
46202,0,0,1,1,0,21-30,Female,North,25/12/2015
46203,1,1,0,0,0,31-40,Female,North,16/10/2016
46204,0,0,1,1,0,31-40,Male,East,21/08/2016
46205,0,1,0,1,1,31-40,Male,East,24/05/2015
46206,0,1,1,1,1,41-50,Male,South,21/09/2015
46207,1,1,0,1,1,31-40,Female,West,20/07/2015
46208,1,1,1,1,1,21-30,Male,North,10/12/2015
46209,0,1,0,0,1,21-30,Male,West,13/04/2015
46210,0,1,0,1,0,31-40,Female,East,11/04/2016
46211,0,1,0,1,1,31-40,Female,North,22/05/2015
46212,0,1,0,1,0,21-30,Female,South,23/07/2016
46213,1,0,1,1,0,21-30,Female,West,15/09/2015
46214,0,1,1,1,0,41-50,Female,North,10/01/2016
46215,0,1,0,1,1,41-50,Female,North,16/06/2016
46216,1,1,1,0,1,21-30,Female,West,11/06/2016
46217,1,1,0,1,0,41-50,Female,South,10/10/2015
46218,0,1,0,1,1,41-50,Female,West,13/06/2016
46219,1,1,1,0,1,41-50,Male,South,10/12/2015
46220,0,1,0,1,0,41-50,Male,North,10/01/2016
46221,0,0,1,1,0,31-40,Female,North,15/08/2015
46222,0,1,1,1,1,21-30,Male,South,18/03/2016
46223,1,1,0,1,0,31-40,Female,North,24/08/2015
46224,0,1,0,1,0,31-40,Female,West,22/11/2016
46225,1,1,1,0,0,31-40,Male,West,11/03/2015
46226,1,1,0,1,1,31-40,Male,South,24/06/2015
46227,1,1,1,1,1,41-50,Male,South,11/06/2016
46228,1,1,1,1,1,31-40,Female,North,20/12/2015
46229,1,1,1,1,0,21-30,Male,West,14/03/2016
46230,1,1,0,1,0,41-50,Male,East,21/05/2016
46231,0,0,1,1,0,21-30,Male,West,11/05/2015
46232,0,1,0,1,1,21-30,Male,North,19/01/2016
46233,1,1,0,1,1,41-50,Female,East,24/01/2016
46234,1,1,0,1,0,31-40,Female,East,23/09/2016
46235,0,1,0,1,1,21-30,Male,West,17/09/2016
46236,0,1,1,1,1,31-40,Male,North,20/09/2016
46237,0,1,0,1,0,31-40,Male,East,19/09/2015
46238,0,1,0,1,0,31-40,Female,East,10/11/2015
46239,1,1,0,1,0,21-30,Male,East,18/11/2015
46240,1,1,0,1,1,41-50,Female,South,25/12/2015
46241,1,1,1,1,1,41-50,Female,South,13/06/2016
46242,0,0,0,1,0,21-30,Female,North,12/07/2016
46243,0,0,0,1,0,31-40,Male,South,22/07/2015
46244,1,1,0,0,1,31-40,Female,East,18/07/2016
46245,1,1,0,1,1,41-50,Female,East,10/01/2015
46246,1,1,0,1,1,41-50,Male,East,24/03/2016
46247,1,1,1,1,1,21-30,Male,South,10/06/2015
46248,0,1,0,1,1,31-40,Male,East,21/11/2015
46249,0,1,0,1,1,21-30,Male,North,17/08/2016
46250,1,1,1,1,1,41-50,Male,South,23/06/2016
46251,1,1,1,1,0,31-40,Male,West,14/09/2016
46252,1,1,0,0,0,21-30,Female,South,11/05/2016
46253,0,0,1,1,1,31-40,Male,East,17/03/2016
46254,0,1,0,0,0,31-40,Female,East,25/07/2015
46255,1,1,1,0,1,21-30,Male,South,25/09/2015
46256,1,1,0,0,0,21-30,Female,North,23/11/2016
46257,1,0,1,1,0,21-30,Male,East,21/05/2015
46258,1,1,1,1,0,41-50,Female,South,17/07/2015
46259,1,0,1,1,0,41-50,Male,East,20/04/2016
46260,0,1,0,1,1,41-50,Male,East,12/01/2016
46261,1,1,0,1,0,31-40,Male,East,17/10/2015
46262,0,1,1,1,0,31-40,Female,South,13/02/2015
46263,0,1,0,0,1,31-40,Female,North,12/04/2015
46264,0,1,0,1,1,21-30,Female,West,22/06/2015
46265,1,1,0,1,0,31-40,Male,West,21/07/2015
46266,0,1,0,1,0,21-30,Male,South,25/02/2015
46267,0,1,1,1,0,41-50,Female,East,24/10/2016
46268,0,1,0,1,0,41-50,Male,South,18/09/2016
46269,0,0,0,1,0,41-50,Female,South,13/07/2016
46270,0,1,0,1,0,41-50,Female,North,17/01/2015
46271,0,1,1,1,1,41-50,Male,North,10/07/2015
46272,1,1,1,1,0,41-50,Male,North,15/12/2015
46273,0,1,0,1,0,41-50,Female,East,15/10/2016
46274,0,1,1,1,1,21-30,Female,East,13/05/2016
46275,1,1,1,1,1,31-40,Male,East,11/01/2016
46276,1,1,0,1,0,21-30,Male,North,18/04/2015
46277,1,1,1,1,0,31-40,Female,East,12/05/2015
46278,0,1,0,0,1,21-30,Male,South,16/03/2016
46279,0,1,1,1,0,41-50,Male,South,16/10/2015
46280,0,1,1,1,0,31-40,Female,East,14/02/2015
46281,0,1,0,1,0,21-30,Female,North,11/03/2016
46282,1,1,0,1,0,21-30,Male,South,25/02/2016
46283,0,1,1,1,1,41-50,Female,South,13/08/2016
46284,0,1,0,1,0,41-50,Female,North,23/09/2016
46285,0,1,1,1,0,31-40,Male,West,17/10/2015
46286,1,1,0,1,0,31-40,Female,North,16/01/2016
46287,0,1,0,1,1,41-50,Male,West,20/02/2016
46288,0,1,1,1,0,41-50,Male,West,14/07/2016
46289,1,1,1,0,0,21-30,Male,South,13/10/2016
46290,0,1,0,1,1,31-40,Female,West,21/01/2016
46291,1,1,1,1,0,41-50,Female,North,25/08/2016
46292,0,1,0,1,1,41-50,Female,South,25/05/2015
46293,1,1,1,1,0,21-30,Male,North,21/06/2015
46294,1,0,0,1,1,21-30,Female,South,13/04/2015
46295,1,1,0,1,0,21-30,Female,South,22/05/2015
46296,0,1,0,1,1,31-40,Male,North,22/02/2016
46297,1,1,0,1,0,31-40,Female,South,19/09/2016
46298,0,1,1,1,0,41-50,Female,North,17/01/2015
46299,1,0,0,1,1,41-50,Female,South,11/10/2015
46300,1,1,1,1,1,31-40,Male,East,23/06/2015
46301,0,0,0,1,1,41-50,Female,North,22/04/2016
46302,0,1,1,0,0,31-40,Female,North,18/04/2016
46303,1,1,1,1,1,41-50,Female,South,11/12/2015
46304,1,0,0,1,0,21-30,Female,North,16/08/2016
46305,0,1,0,1,0,41-50,Male,East,24/11/2016
46306,0,1,0,1,1,21-30,Female,East,17/12/2016
46307,0,1,1,1,0,21-30,Female,West,18/09/2016
46308,1,1,1,1,1,41-50,Female,South,13/09/2016
46309,1,0,1,1,0,31-40,Female,North,21/09/2015
46310,0,1,1,1,1,21-30,Female,East,24/03/2016
46311,1,0,1,0,1,21-30,Female,North,25/05/2016
46312,1,1,1,1,1,41-50,Female,North,25/10/2015
46313,1,1,1,1,1,21-30,Female,West,17/11/2016
46314,0,1,0,0,1,21-30,Female,North,15/07/2016
46315,1,1,0,1,0,41-50,Female,West,20/09/2016
46316,0,1,1,1,0,41-50,Female,North,24/04/2015
46317,1,0,1,1,1,21-30,Male,East,18/10/2015
46318,1,0,0,1,0,21-30,Male,South,10/05/2015
46319,0,1,1,1,0,41-50,Male,North,16/11/2016
46320,0,1,1,1,1,31-40,Male,West,22/07/2015
46321,1,1,0,1,0,21-30,Female,North,18/04/2016
46322,0,1,1,1,1,21-30,Female,South,24/06/2015
46323,1,1,1,0,1,21-30,Female,North,13/05/2016
46324,1,1,0,1,0,31-40,Female,East,14/04/2016
46325,0,0,0,1,1,21-30,Male,East,14/05/2015
46326,1,0,1,1,0,31-40,Male,South,18/11/2016
46327,0,1,0,1,1,41-50,Male,North,12/10/2016
46328,1,1,0,1,0,31-40,Male,East,25/03/2015
46329,1,1,1,1,1,41-50,Male,South,17/10/2016
46330,1,1,1,1,0,41-50,Female,South,14/11/2016
46331,1,1,1,0,0,21-30,Female,South,18/10/2015
46332,0,1,1,1,0,21-30,Female,South,15/11/2016
46333,0,1,1,1,0,21-30,Male,West,16/07/2016
46334,1,1,0,0,1,31-40,Male,West,14/01/2015
46335,1,1,0,1,1,31-40,Female,South,22/03/2015
46336,0,1,0,1,0,31-40,Female,East,20/05/2015
46337,1,1,0,1,0,21-30,Female,West,14/09/2015
46338,0,1,0,0,0,41-50,Male,South,24/05/2016
46339,1,1,0,1,0,21-30,Male,West,13/11/2015
46340,1,1,1,1,0,31-40,Male,North,22/12/2015
46341,0,1,1,1,0,41-50,Male,West,22/10/2015
46342,1,1,0,0,0,21-30,Female,West,20/06/2015
46343,1,1,0,1,0,41-50,Female,East,22/09/2016
46344,0,1,0,0,1,21-30,Female,East,24/10/2015
46345,0,1,1,0,1,21-30,Male,West,24/09/2016
46346,0,1,0,1,1,21-30,Female,South,19/04/2015
46347,1,0,1,1,0,31-40,Female,East,19/12/2016
46348,1,1,1,1,1,31-40,Female,West,16/05/2016
46349,0,1,0,1,0,31-40,Female,West,15/08/2016
46350,1,0,0,1,1,41-50,Male,West,25/01/2015
46351,0,0,0,1,1,31-40,Female,South,23/07/2016
46352,0,1,1,1,0,21-30,Female,South,24/06/2015
46353,0,1,0,1,1,21-30,Female,West,12/06/2016
46354,1,1,1,1,1,31-40,Male,West,23/01/2015
46355,0,1,1,1,0,41-50,Female,South,22/02/2015
46356,0,1,0,1,0,31-40,Male,South,14/06/2015
46357,0,1,0,1,1,31-40,Male,South,23/04/2015
46358,1,0,0,1,0,41-50,Male,East,17/05/2016
46359,1,1,1,1,1,31-40,Female,North,23/12/2016
46360,0,1,1,1,0,21-30,Female,West,14/08/2015
46361,0,1,1,1,1,31-40,Female,North,14/04/2016
46362,1,1,1,1,0,41-50,Male,South,12/01/2015
46363,0,1,1,1,1,21-30,Male,West,21/09/2016
46364,1,1,1,0,1,31-40,Female,East,23/12/2015
46365,1,0,1,1,1,41-50,Female,West,17/03/2016
